1	-1
2	-2
3	-1
4	0
5	1
6	2
7	1
8	0
9	-1
10	-2
11	-3
12	-2
13	-3
14	-4
15	-3
16	-4
17	-3
18	-2
19	-1
20	0
21	-1
22	-2
23	-3
24	-4
25	-5
26	-6
27	-5
28	-6
29	-5
30	-4
31	-5
32	-6
33	-7
34	-8
35	-7
36	-6
37	-7
38	-8
39	-9
40	-10
41	-11
42	-12
43	-11
44	-12
45	-13
46	-12
47	-13
48	-14
49	-15
50	-16
51	-15
52	-16
53	-17
54	-18
55	-19
56	-20
57	-21
58	-22
59	-21
60	-20
61	-21
62	-20
63	-19
64	-20
65	-19
66	-20
67	-21
68	-22
69	-23
70	-24
71	-25
72	-26
73	-25
74	-26
75	-27
76	-28
77	-27
78	-28
79	-29
80	-28
81	-29
82	-30
83	-31
84	-32
85	-31
86	-30
87	-29
88	-30
89	-29
90	-30
91	-31
92	-30
93	-29
94	-28
95	-29
96	-30
97	-29
98	-30
99	-29
100	-30

1	-1
2	-2
3	-1
4	-2
5	-1
6	0
7	-1
8	-2
9	-3
10	-4
11	-5
12	-4
13	-5
14	-6
15	-5
16	-6
17	-7
18	-8
19	-7
20	-6
21	-5
22	-4
23	-5
24	-6
25	-7
26	-6
27	-5
28	-6
29	-5
30	-6
31	-7
32	-8
33	-9
34	-8
35	-9
36	-10
37	-11
38	-12
39	-11
40	-10
41	-9
42	-10
43	-11
44	-10
45	-11
46	-12
47	-13
48	-14
49	-15
50	-14
51	-15
52	-16
53	-17
54	-16
55	-17
56	-16
57	-17
58	-16
59	-15
60	-16
61	-15
62	-14
63	-13
64	-14
65	-15
66	-14
67	-15
68	-14
69	-15
70	-16
71	-15
72	-16
73	-17
74	-16
75	-15
76	-16
77	-15
78	-16
79	-17
80	-18
81	-19
82	-20
83	-21
84	-22
85	-23
86	-24
87	-23
88	-24
89	-25
90	-26
91	-25
92	-26
93	-27
94	-26
95	-27
96	-28
97	-29
98	-28
99	-27
100	-26

1	-1
2	-2
3	-3
4	-4
5	-5
6	-6
7	-5
8	-6
9	-7
10	-8
11	-9
12	-10
13	-11
14	-12
15	-11
16	-12
17	-11
18	-10
19	-11
20	-12
21	-13
22	-12
23	-13
24	-14
25	-13
26	-12
27	-13
28	-14
29	-15
30	-16
31	-17
32	-18
33	-17
34	-18
35	-19
36	-20
37	-21
38	-22
39	-21
40	-22
41	-23
42	-22
43	-21
44	-20
45	-19
46	-18
47	-17
48	-18
49	-19
50	-20
51	-19
52	-20
53	-19
54	-20
55	-19
56	-20
57	-19
58	-20
59	-21
60	-22
61	-23
62	-24
63	-25
64	-26
65	-25
66	-26
67	-27
68	-28
69	-29
70	-30
71	-31
72	-32
73	-33
74	-32
75	-33
76	-32
77	-31
78	-32
79	-33
80	-34
81	-33
82	-34
83	-35
84	-36
85	-37
86	-38
87	-37
88	-38
89	-37
90	-38
91	-39
92	-40
93	-39
94	-40
95	-41
96	-42
97	-41
98	-42
99	-41
100	-40

1	1
2	0
3	-1
4	0
5	-1
6	-2
7	-1
8	-2
9	-3
10	-2
11	-1
12	-2
13	-3
14	-4
15	-3
16	-4
17	-5
18	-4
19	-3
20	-4
21	-3
22	-2
23	-1
24	0
25	1
26	0
27	1
28	0
29	-1
30	-2
31	-3
32	-4
33	-5
34	-6
35	-5
36	-4
37	-3
38	-2
39	-3
40	-4
41	-5
42	-4
43	-5
44	-4
45	-5
46	-4
47	-5
48	-6
49	-5
50	-6
51	-7
52	-6
53	-7
54	-8
55	-7
56	-8
57	-9
58	-10
59	-11
60	-12
61	-13
62	-12
63	-11
64	-12
65	-13
66	-14
67	-15
68	-16
69	-17
70	-16
71	-15
72	-16
73	-15
74	-14
75	-15
76	-16
77	-17
78	-18
79	-19
80	-20
81	-21
82	-22
83	-23
84	-24
85	-25
86	-26
87	-27
88	-28
89	-29
90	-30
91	-29
92	-30
93	-29
94	-28
95	-27
96	-28
97	-29
98	-30
99	-31
100	-32

1	1
2	2
3	1
4	0
5	-1
6	0
7	-1
8	-2
9	-1
10	-2
11	-3
12	-2
13	-3
14	-4
15	-5
16	-6
17	-7
18	-8
19	-9
20	-8
21	-7
22	-8
23	-9
24	-10
25	-11
26	-12
27	-13
28	-14
29	-15
30	-16
31	-17
32	-18
33	-17
34	-18
35	-19
36	-20
37	-19
38	-20
39	-21
40	-20
41	-21
42	-20
43	-21
44	-22
45	-23
46	-24
47	-25
48	-26
49	-27
50	-28
51	-29
52	-30
53	-31
54	-30
55	-29
56	-28
